post_title,weight,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Creality CR-Scan 01",6,Creality,simple,,"Escáneres 3D|Escáneres 3D > Triangulación Láser","Creality|Creality CR-Scan 01",,,
"Film FEP Anycubic Photon Mono 173X115.4mm",1.5,Anycubic,simple,,"Repuestos|Repuestos > Film FEP","Film FEP Anycubic Photon Mono|Film FEP Anycubic Photon Mono 173x115.4mm",,,
"Tubo de teflón Serie XS 0.5m",0.1,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Tubo de teflon Capricorn Serie XS 1m",0.1,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Tubo de teflon Capricorn Serie XS 2m",0.1,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Tubo de teflon Capricorn Serie TL 1m",0.1,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Tubo de teflon Capricorn Serie TL 2m",0.1,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Cortador de tubos Capricorn",0.5,Capricorn,simple,,"Upgrades|Upgrades > Accesorios",,,,
"Kit Capricorn Serie XS 1m",0.5,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Kit Capricorn Serie TL 1m",0.5,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Kit universal de autonivelado BLTouch 8Bit Creality",0.5,Creality,simple,,"Upgrades|Upgrades > Sensores",,,,
"Kit universal de autonivelado BLTouch 32Bit Creality",0.5,Creality,simple,,"Upgrades|Upgrades > Sensores",,,,
"Cable de transferencia BLTouch L750mm Creality",0.1,Creality,simple,,"Upgrades|Upgrades > Sensores",,,,
"Correa Universal GT2-W6 1M",0.1,Creality,simple,,"Repuestos|Repuestos > Correas",,,,
"Protector de Silicona MK8",0.1,Creality,simple,,"Repuestos|Repuestos > Hotends",,,,
"Reductor de vibracion para plataforma (x4) Creality",0.1,Creality,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Kit de extension eje Z +100mm",6,Creality,simple,,"Upgrades|Upgrades > Accesorios",,,,
"Conector neumatico PC4-M10 Creality",0.01,Creality,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Kit Extrusor Directo para Ender-3",1,Creality,simple,,"Upgrades|Upgrades > Extrusores",,,,
"Ventilador de capa 4020",0.1,Creality,simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Base Magnética PEI 320x310mm Creality",1.5,Creality,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI|Plataforma Magnética Flexible PEI 320x310mm",,,
"Base Magnética Resina 138x78mm Creality",0.5,Creality,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnatica Flexible Resina|Plataforma Magnatica Flexible Resina 138x78mm",,,
"Base Magnética PEI 235x235mm Creality",1.5,Creality,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI|Plataforma Magnetica Flexible PEI 235x235mm",,,
"Film FEP Creality 266x190mm",1.5,Creality,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Flux Beamo 30W",55,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > CO2","Flux Beamo 30W",,,
"Flux Beambox 40W",120,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > CO2","cortadora láser|Flux|Flux Beambox 40W|grabadora láser|grabadora y cortadora láser",,,
"Flux Beambox Pro 50W",130,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > CO2","Beambox Pro 50W|cortadora láser|Flux|Flux Beambox Pro 50W|Grabadora LA|grabadora y cortadora láser",,,
"Extractor y Filtro Beam Air",15,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > Extractor Y Filtro",,,,
"Accesorio Giratorio Flux Beamo",9,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"Accesorio Giratorio Flux Beambox",9,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"Creality CR-6 Max",40.5,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-6 Max",,,
"Boquilla MK8 0.2mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 0.2 mm",,,
"Boquilla MK8 0.5mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 0.5 mm",,,
"Boquilla MK8 de Acero Endurecido 0.25mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK8 de Acero Endurecido 0.6mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 0.6mm de Acero Endurecido",,,
"Boquilla MK8 de Aleación 0.4mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK8 de Aleación 0.25mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK8 1.0mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 1.0 mm",,,
"Boquilla MK8 de Aleación 0.6mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 0.6mm de Aleacion",,,
"Motor paso a paso 42-34 Creality",1.5,Creality,simple,,"Repuestos|Repuestos > Motores",,,,
"Placa principal Photon Mono SE",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Tanque de resina Anycubic Photon Mono SE",0.5,Anycubic,simple,,"Repuestos|Repuestos > Tanques",,,,
"Plataforma de Impresion Anycubic Photon Mono SE",0.5,Anycubic,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Pantalla LCD Anycubic Photon Mono SE",0.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Placa principal Photon Mono X",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Plataforma de Impresion Anycubic Photon Mono X",1,Anycubic,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Pantalla LCD Anycubic Photon Mono X",1.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Tanque de resina Anycubic Photon Mono X",1,Anycubic,simple,,"Repuestos|Repuestos > Tanques",,,,
"Placa principal Photon Mono",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Plataforma de Impresion Anycubic Photon Mono",0.5,Anycubic,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Pantalla LCD Anycubic Photon Mono",0.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Tanque de resina Anycubic Photon Mono",1,Anycubic,simple,,"Repuestos|Repuestos > Tanques",,,,
"Pantalla LCD Anycubic Photon",0.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Pantalla LCD Anycubic Photon S",0.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Placa principal Wash and Cure 2.0",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit HotEnd V5-J Anycubic",0.5,Anycubic,simple,,"Repuestos|Repuestos > Hotends",,,,
"PolyLite PETG Verde 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Verde,0|1|0
"PolyLite PETG Rojo 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Rojo,0|1|0
"PolyLite PETG Azul 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Azul,0|1|0
"PolyLite PETG Gris 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG Gris",,Gris,0|1|0
"PolyLite ASA Gris 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Gris,0|1|0
"PolyTerra PLA Verde Selva 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Verde,0|1|0
"PolyTerra PLA Amarillo Pradera 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Amarillo,0|1|0
"PolyTerra PLA Anaranjado Pastel 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Anaranjado,0|1|0
"PolyTerra PLA Amarillo Pastel 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Amarillo,0|1|0
"PolyTerra PLA Rosado Pastel 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Rosado,0|1|0
"PolyTerra PLA Verde Pastel 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Verde,0|1|0
"PolyLite ABS Verde 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS",,,Verde,0|1|0
"PolyLite ABS Blanco 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS","PolyLite ABS|PolyLite ABS Blanco",,Blanco,0|1|0
"PolyLite ABS Rojo 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS",,,Rojo,0|1|0
"PolyLite ABS Azul 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS",,,Azul,0|1|0
"PolyLite ABS Gris 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS","PolyLite ABS Gris",,Gris,0|1|0
"PolyLite ABS Turquesa 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS",,,Turquesa,0|1|0
"Artillery Genius Pro",24,Artillery,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Artillery|Artillery Genius Pro|Genius Pro|impresora 3D",,,
"Anycubic Vyper",24,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Anycubic|Anycubic Vyper|impresora 3D|Vyper",,,
"Anycubic Photon Mono 4K",10.01,Anycubic,simple,exclude-from-catalog|outofstock|rated-5,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Artillery Sidewinder X2",24,Artillery,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Artillery|Artillery Sidewinder X-2|impresora 3D|Sidewinder X-2",,,
"Secador de Filamento Creality",4.5,Creality,simple,outofstock,"Upgrades|Upgrades > Accesorios","Secador de Filamento Creality",,,
"Resina Estandar Verde Traslucida Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Creality Ender 7",40.5,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > Core XY|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 7",,,
"Creality Halot Max",72.03,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Creality|Creality Halot Max|Halot Max|impresora 3D",,,
"PolySmooth Gris 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Gris,0|1|0
"PolyLite PLA Sedoso Oro Metalico 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Oro,0|1|0
"PolyLite PLA Sedoso Bronce Metálico 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Bronce,0|1|0
"PolyLite PLA Magenta Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Rosado,0|1|0
"PolyLite PLA Azul Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Azul,0|1|0
"PolyLite PLA Verde Luminoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Especiales",,,Luminoso,0|1|0
"PolyLite PLA Verde Sedoso 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Verde,0|1|0
"PolyTerra PLA Marrón Tierra 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Marrón,0|1|0
"PolyTerra PLA Rosado Sakura 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Rosado,0|1|0
"PolyTerra PLA Marrón Maní 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Beige,0|1|0
"PolyTerra PLA Hielo Pastel 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Turquesa,0|1|0
"PolyTerra PLA Blanco Mármol 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Blanco Marmol",,Blanco,0|1|0
"PolyTerra PLA Rojo Militar 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Rojo,0|1|0
"PolyTerra PLA Azul Militar 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"PolyTerra PLA Verde Oscuro Militar 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Verde,0|1|0
"PolyTerra PLA Verde Claro Militar 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Verde,0|1|0
"PolyTerra PLA Marrón Militar 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Marrón,0|1|0
"PolyTerra PLA Beige Militar 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Beige,0|1|0
"PolyTerra PLA Gris Mármol 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Turquesa,0|1|0
"PolyLite PLA Sedoso Plata Metálico 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > PLA Sedoso",,,Plata,0|1|0
"Kit universal de autonivelado CRTouch Creality",0.5,Creality,simple,,"Upgrades|Upgrades > Sensores",,,,
"Creality Ender 2 Pro",10.01,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 2 Pro",,,
"Creality Ender 3 S1",24,Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality|Creality Ender 3 S1|Ender 3 S1|impresora 3D",,,
"Anycubic Photon Mono X 6K",24,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Mono X 6K",,,
"Anycubic Photon Mono SQ",10.01,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Mono SQ",,,
"Creality Halot Lite",30.01,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Creality Halot Lite",,,
"Anycubic Photon Ultra",24,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > DLP|Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Ultra",,,
"Creality PLA Fibra de Carbono 1.75mm 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Filamentos|Filamentos > Reforzado",,,Negro,0|1|0
"Gatillo de Extrusor Titan",0.1,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Placa principal Ruby 32 bit",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Sensor de autonivelado Artillery",0.5,Artillery,simple,,"Upgrades|Upgrades > Sensores",,,,
"Kit sensores final de carrera para Genius",0.1,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Barrel Genius Pro / Sidewinder X2",0.1,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Protector de Silicona Volcano Artillery",0.1,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Accesorio Autofocus Flux Beamo",6,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"Modulo laser de diodo Flux Beamo",9,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios",,,,
"PolyLite PLA Pro Blanco 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Reforzado|Filamentos > Especiales",,,Blanco,0|1|0
"PolyLite PLA Pro Negro 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Reforzado|Filamentos > Especiales",,,Negro,0|1|0
"Resina Estandar Turquesa Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Lavable al Agua Gris Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Lavable al Agua Blanca Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Lavable al Agua Negra Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Lavable al Agua Transparente Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Creality Ender 3 S1 Pro",24,Creality,simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 S1 Pro",,,
"Creality CR-10 Smart Pro",40.5,Creality,simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-10 Smart Pro",,,
"Creality Halot One Pro",10.01,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Creality Halot One Pro",,,
"Creality Halot One Plus",24,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Creality Halot One Plus",,,
"Anycubic Kobra",24,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Anycubic|Anycubic Kobra|impresora 3D|Kobra",,,
"Anycubic Kobra Max",40.5,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Anycubic Kobra Max",,,
"Anycubic Photon M3",10.01,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon M3",,,
"Anycubic Photon M3 Plus",24,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon M3 Plus",,,
"Anycubic Photon M3 Max",72.03,Anycubic,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina",,,,
"PolyLite PLA Rojo Galaxia 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Rojo,0|1|0
"PolyLite PLA Negro Galaxia 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Negro,0|1|0
"PolyLite PLA Fibra de Carbono 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA|Filamentos > Reforzado",,,Negro,0|1|0
"PolyLite PLA Azul Galaxia 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"Raise 3D Pro 3 Plus",120,"Raise 3D",simple,,"Características|Características > Cartesiana|Características > Cerrada|Características > Alta Temperatura|Características > Doble Extrusor|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Ensamblada","impresora 3D|Pro 3 Plus|Raise 3D|Raise 3D Pro 3 Plus",,,
"Raise 3D Pro 3",120,"Raise 3D",simple,,"Características|Características > Cartesiana|Características > Cerrada|Características > Alta Temperatura|Características > Doble Extrusor|Impresoras 3D|Impresoras 3D > Ensamblada",,,,
"Elegoo Mars 2 Pro",10.01,Elegoo,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Elegoo|Elegoo Mars 2 Pro|impresora 3D|Mars 2 Pro",,,
"Elegoo Mars 3 Pro",10.01,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Elegoo|Elegoo Mars 3 Pro|impresora 3D|Mars 3 Pro",,,
"Elegoo Saturn S",24,Elegoo,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Elegoo Saturn S",,,
"Elegoo Mercury Plus 2.0",10.01,Elegoo,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado","Elegoo Mercury Plus 2.0",,,
"Elegoo Mercury XS Bundle",24,Elegoo,simple,,"Impresoras 3D|Impresoras 3D > Postprocesado","Elegoo Mercury X Bundle",,,
"Elegoo Neptune 2S",10.01,Elegoo,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Elegoo|Elegoo Neptune 2S|impresora 3D|Neptune 2S",,,
"Prusa Original i3 MK3S+ Kit",24,"Prusa Research",simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","impresora 3D|Prusa|Prusa Original i3 MK3S  Kit",,,
"Flsun Super Racer (SR)",30.01,Flsun,simple,,"Características|Características > Delta|Impresoras 3D|Impresoras 3D > Filamento","Flsun|Flsun Super Race|Flsun Super Race (SR)|Super Race",,,
"Flsun Q5",24,Flsun,simple,exclude-from-catalog|outofstock,"Características|Características > Delta|Impresoras 3D|Impresoras 3D > Filamento",,,,
"Kit Boquillas MK-ST",0.1,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"XYZ Printing Da Vinci 2.0 Duo",73,XYZPrinting,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Ensamblada",,,,
"XYZ Printing Da Vinci Jr. 1.0",30.01,XYZPrinting,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Ensamblada","XYZ Printing Da Vinci Jr. 1.0",,,
"Placa principal Photon Mono 4K",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Pantalla LCD Anycubic Photon Mono 4K",1.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Protector de Pantalla Anycubic 6.23""",0.1,Anycubic,simple,,"Repuestos|Repuestos > Protectores de Pantalla","Anycubic|Impresoras 3D|Protector de Pantalla|Protector de Pantalla Anycubic 6.23""",,,
"Placa principal Photon Mono X 6K",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Pantalla LCD Anycubic Photon Mono X 6K / M3 Plus",1.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Placa principal Photon Mono M3 Plus",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Pantalla LCD Anycubic Photon M3",1.5,Anycubic,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Lazervida 10W",15,Lazervida,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","cortadora láser|Flux|Flux Lazervida 10W|grabadora láser|Lazervida 10W",,,
"Flux Hexa 60W",150,Flux,simple,,"Cortadoras Láser|Cortadoras Láser > CO2","cortadora láser|cortadora y grabadora láser|Flux|Flux Hexa 60W|grabadora láser|Hexa 60W",,,
"Film nFEP Phrozen 280x450mm",1.5,Phrozen,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Creality Ender 3 S1 Plus",30.01,Creality,simple,rated-5,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 S1 Plus|Ender 3 S1 Plus",,,
"Pantalla LCD Phrozen Sonic Mini 8K",1.5,Phrozen,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Pantalla LCD Phrozen Mega 8K",3,Phrozen,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Elegoo Jupiter",72.03,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Elegoo Jupiter",,,
"Elegoo Saturn 2",24,Elegoo,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Elegoo|Elegoo Saturn 2|impresora 3D|Saturn 2",,,
"Elegoo Neptune 3",10.01,Elegoo,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Elegoo Neptune 3",,,
"Creality Ender 3 V2 Neo",10.01,Creality,simple,rated-5,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V2 Neo|Ender 3 V2 Neo",,,
"Film nFEP Phrozen 210x290mm",1.5,Phrozen,simple,,"Repuestos|Repuestos > Film FEP","Film FEP Phrozen 210x290mm|impresora 3D|Phrozen",,,
"Phrozen Sonic Mini 8K",10.01,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Phrozen|Phrozen Sonic Mini 8K|Sonic Mini 8K",,,
"Phrozen Sonic Mighty 8K",30.01,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","impresora 3D|Phrozen|Phrozen Sonic Mighty 8K|Sonic Mighty 8K",,,
"Phrozen Sonic Mega 8K",72.03,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","impresora 3D|Phrozen|Phrozen Sonic Mega 8K|Sonic Megan 8K",,,
"Creality CR-Scan Lizard",6,Creality,simple,,"Escáneres 3D|Escáneres 3D > Triangulación Láser","Creality|Creality CR-Scan Lizard",,,
"Resina Alta Temperatura Creality 500g",1.5,Creality,simple,,"Resinas|Resinas > Resistente","Creality|Resina Alta Temperatura|Resina marca creality|Resina para impresoras 3D",,,
"Creality PLA Arcoíris 1.75mm 1Kg",1.5,Creality,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA|Filamentos > Especiales",,,Arcoiris,0|1|0
"Anycubic Kobra Plus",24,Anycubic,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Anycubic Kobra Plus",,,
"Anycubic Photon D2",24,Anycubic,simple,,"Características|Características > DLP|Impresoras 3D|Impresoras 3D > Resina",,,,
"Resina Tipo ABS Gris Anycubic 1Kg",1.5,Anycubic,simple,exclude-from-catalog|exclude-from-search|outofstock,"Resinas|Resinas > Resistente",,,,
"Protector de Pantalla Anycubic 8.9″",0.1,Anycubic,simple,,"Repuestos|Repuestos > Protectores de Pantalla","Anycubic|Impresoras 3D|Protector de Pantalla Anycubic 8.9″",,,
"Extrusor ensamblado de Genius Pro / X2",1.5,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Extrusor ensamblado de Hornet",1.5,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Resina Aqua 4K Gris 1Kg",1.5,Phrozen,simple,,"Aplicaciones|Aplicaciones > Joyería|Aplicaciones > Dental|Resinas|Resinas > Estándar",,,,
"Placa principal Photon Mono M3",0.5,Anycubic,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Anycubic Photon Mono X2",24,Anycubic,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Mono X2",,,
"Film FEP Anycubic M3",1.5,Anycubic,simple,,"Repuestos|Repuestos > Film FEP",,,,
